X7;1;3;W;od przystanku OSIEDLE WEJHERA jedzie przez Oliwê do zajezdni Wrzeszcz, z pasa¿erami tylko do przystanku STRZY¯A PKM
X7;52;61;W;od przystanku OSIEDLE WEJHERA jedzie przez Oliwê do zajezdni Wrzeszcz, z pasa¿erami tylko do przystanku STRZY¯A PKM
