X3;1;21;W;do przystanku ZAJEZDNIA, a nastêpnie zjazd do zajezdni WRZESZCZ
X4;1;21;W;do przystanku ZAJEZDNIA, a nastêpnie zjazd do zajezdni WRZESZCZ
