04:38,X0,P,002
04:40,X1,P,002
04:58,X0,P,002
05:00,X1,P,002
05:18,X0,P,002
05:20,X1,P,002
05:35,X0,P,002
05:35,X1,P,002
05:47,X2,P,002
05:55,X0,P,002
05:57,X2,P,002
06:07,X2,P,002
06:15,X0,P,002
06:17,X2,P,002
06:27,X2,P,002
06:37,X2,P,002
06:47,X2,P,002
06:57,X2,P,002
07:07,X2,P,002
07:17,X2,P,002
07:27,X3,P,002
07:37,X2,P,002
07:47,X3,P,002
07:57,X2,P,002
08:07,X3,P,002
08:21,X2,P,002
08:29,X3,P,002
08:41,X2,P,002
08:49,X3,P,002
09:01,X2,P,002
09:09,X3,P,002
09:21,X2,P,002
09:29,X3,P,002
09:41,X2,P,002
09:49,X3,P,002
10:01,X2,P,002
10:09,X3,P,002
10:21,X2,P,002
10:29,X3,P,002
10:41,X2,P,002
10:49,X3,P,002
11:01,X2,P,002
11:09,X3,P,002
11:21,X2,P,002
11:29,X3,P,002
11:41,X2,P,002
11:49,X4,P,002
12:01,X2,P,002
12:09,X2,P,002
12:21,X2,P,002
12:29,X2,P,002
12:41,X2,P,002
12:49,X2,P,002
13:01,X2,P,002
13:09,X2,P,002
13:21,X2,P,002
13:29,X2,P,002
13:41,X2,P,002
13:57,X2,P,002
14:07,X2,P,002
14:17,X2,P,002
14:27,X2,P,002
14:37,X2,P,002
14:47,X2,P,002
14:55,X0,P,002
14:57,X2,P,002
15:07,X2,P,002
15:17,X2,P,002
15:27,X2,P,002
15:37,X2,P,002
15:47,X2,P,002
15:57,X3,P,002
16:07,X3,P,002
16:17,X2,P,002
16:27,X3,P,002
16:37,X2,P,002
16:47,X3,P,002
16:57,X2,P,002
17:09,X3,P,002
17:21,X2,P,002
17:29,X4,P,002
17:41,X2,P,002
17:49,X4,P,002
18:01,X2,P,002
18:09,X4,P,002
18:21,X4,P,002
18:29,X2,P,002
18:41,X4,P,002
18:49,X2,P,002
19:01,X4,P,002
19:09,X2,P,002
19:25,X4,P,002
19:40,X1,P,002
20:00,X5,P,002
20:20,X1,P,002
20:25,X6,P,002
20:44,X7,P,002
21:14,X7,P,002
21:44,X8,P,002
22:14,X8,P,002
22:44,X9,P,002
22:59,X10,P,002
23:24,X10,P,002
04:44,X7,S,002
04:49,X18,S,002
05:14,X7,S,002
05:19,X18,S,002
05:44,X7,S,002
06:14,X7,S,002
06:38,X18,S,002
06:40,X1,S,002
07:00,X1,S,002
07:20,X1,S,002
07:40,X1,S,002
08:00,X1,S,002
08:20,X1,S,002
08:40,X1,S,002
09:00,X1,S,002
09:17,X0,S,002
09:20,X1,S,002
09:40,X1,S,002
10:00,X1,S,002
