route_id,service_id,trip_id
002_X8,002_20150831N,002_X8-22:14-002_20150831N
002_X9,002_20150831P,002_X9-22:44-002_20150831P
002_X9,002_20150831S,002_X9-22:44-002_20150831S
002_X9,002_20150831N,002_X9-22:44-002_20150831N
002_X10,002_20150831P,002_X10-22:59-002_20150831P
002_X10,002_20150831P,002_X10-23:24-002_20150831P
002_X18,002_20150831S,002_X18-04:49-002_20150831S
002_X18,002_20150831S,002_X18-05:19-002_20150831S
002_X18,002_20150831S,002_X18-06:38-002_20150831S
002_X18,002_20150831N,002_X18-04:49-002_20150831N
002_X18,002_20150831N,002_X18-05:19-002_20150831N
002_X18,002_20150831N,002_X18-09:38-002_20150831N
002_X19,002_20150831S,002_X19-22:59-002_20150831S
002_X19,002_20150831S,002_X19-23:24-002_20150831S
002_X19,002_20150831N,002_X19-22:59-002_20150831N
002_X19,002_20150831N,002_X19-23:24-002_20150831N
002_X11,002_20150831P,002_X11-03:59-002_20150831P
002_X11,002_20150831P,002_X11-04:19-002_20150831P
002_X11,002_20150831P,002_X11-04:36-002_20150831P
002_X11,002_20150831P,002_X11-04:54-002_20150831P
002_X11,002_20150831P,002_X11-05:08-002_20150831P
002_X11,002_20150831P,002_X11-05:28-002_20150831P
002_X12,002_20150831P,002_X12-04:45-002_20150831P
002_X12,002_20150831P,002_X12-05:05-002_20150831P
002_X12,002_20150831P,002_X12-05:25-002_20150831P
002_X12,002_20150831P,002_X12-19:45-002_20150831P
002_X12,002_20150831P,002_X12-20:05-002_20150831P
002_X12,002_20150831S,002_X12-06:24-002_20150831S
002_X12,002_20150831S,002_X12-06:44-002_20150831S
002_X12,002_20150831S,002_X12-07:04-002_20150831S
002_X12,002_20150831S,002_X12-07:24-002_20150831S
002_X12,002_20150831S,002_X12-07:44-002_20150831S
002_X12,002_20150831S,002_X12-08:04-002_20150831S
002_X12,002_20150831S,002_X12-08:24-002_20150831S
002_X12,002_20150831S,002_X12-08:44-002_20150831S
002_X12,002_20150831S,002_X12-09:04-002_20150831S
002_X12,002_20150831S,002_X12-09:24-002_20150831S
002_X12,002_20150831S,002_X12-09:44-002_20150831S
002_X12,002_20150831S,002_X12-10:04-002_20150831S
002_X12,002_20150831S,002_X12-10:24-002_20150831S
002_X12,002_20150831S,002_X12-10:44-002_20150831S
002_X12,002_20150831S,002_X12-11:04-002_20150831S
002_X12,002_20150831S,002_X12-11:24-002_20150831S
002_X12,002_20150831S,002_X12-11:44-002_20150831S
002_X12,002_20150831S,002_X12-12:04-002_20150831S
002_X12,002_20150831S,002_X12-12:24-002_20150831S
002_X12,002_20150831S,002_X12-12:44-002_20150831S
002_X12,002_20150831S,002_X12-13:04-002_20150831S
002_X12,002_20150831S,002_X12-13:24-002_20150831S
002_X12,002_20150831S,002_X12-13:44-002_20150831S
002_X12,002_20150831S,002_X12-14:04-002_20150831S
002_X12,002_20150831S,002_X12-14:24-002_20150831S
002_X12,002_20150831S,002_X12-14:44-002_20150831S
002_X12,002_20150831S,002_X12-15:04-002_20150831S
002_X12,002_20150831S,002_X12-15:24-002_20150831S
002_X12,002_20150831S,002_X12-15:44-002_20150831S
002_X12,002_20150831S,002_X12-16:04-002_20150831S
002_X12,002_20150831S,002_X12-16:24-002_20150831S
002_X12,002_20150831S,002_X12-16:44-002_20150831S
002_X12,002_20150831S,002_X12-17:04-002_20150831S
002_X12,002_20150831S,002_X12-17:24-002_20150831S
002_X12,002_20150831S,002_X12-17:44-002_20150831S
002_X12,002_20150831S,002_X12-18:04-002_20150831S
002_X12,002_20150831S,002_X12-18:24-002_20150831S
002_X12,002_20150831S,002_X12-18:44-002_20150831S
002_X12,002_20150831S,002_X12-19:04-002_20150831S
002_X12,002_20150831S,002_X12-19:24-002_20150831S
002_X12,002_20150831S,002_X12-19:44-002_20150831S
002_X12,002_20150831S,002_X12-20:04-002_20150831S
002_X12,002_20150831N,002_X12-09:24-002_20150831N
002_X12,002_20150831N,002_X12-09:44-002_20150831N
002_X12,002_20150831N,002_X12-10:04-002_20150831N
002_X12,002_20150831N,002_X12-10:24-002_20150831N
002_X12,002_20150831N,002_X12-10:44-002_20150831N
002_X12,002_20150831N,002_X12-11:04-002_20150831N
002_X12,002_20150831N,002_X12-11:24-002_20150831N
002_X12,002_20150831N,002_X12-11:44-002_20150831N
002_X12,002_20150831N,002_X12-12:04-002_20150831N
002_X12,002_20150831N,002_X12-12:24-002_20150831N
002_X12,002_20150831N,002_X12-12:44-002_20150831N
002_X12,002_20150831N,002_X12-13:04-002_20150831N
002_X12,002_20150831N,002_X12-13:24-002_20150831N
002_X12,002_20150831N,002_X12-13:44-002_20150831N
002_X12,002_20150831N,002_X12-14:04-002_20150831N
002_X12,002_20150831N,002_X12-14:24-002_20150831N
002_X12,002_20150831N,002_X12-14:44-002_20150831N
002_X12,002_20150831N,002_X12-15:04-002_20150831N
002_X12,002_20150831N,002_X12-15:24-002_20150831N
002_X12,002_20150831N,002_X12-15:44-002_20150831N
002_X12,002_20150831N,002_X12-16:04-002_20150831N
002_X12,002_20150831N,002_X12-16:24-002_20150831N
002_X12,002_20150831N,002_X12-16:44-002_20150831N
002_X12,002_20150831N,002_X12-17:04-002_20150831N
002_X12,002_20150831N,002_X12-17:24-002_20150831N
002_X12,002_20150831N,002_X12-17:44-002_20150831N
002_X12,002_20150831N,002_X12-18:04-002_20150831N
002_X12,002_20150831N,002_X12-18:24-002_20150831N
002_X12,002_20150831N,002_X12-18:44-002_20150831N
002_X12,002_20150831N,002_X12-19:04-002_20150831N
002_X12,002_20150831N,002_X12-19:24-002_20150831N
002_X12,002_20150831N,002_X12-19:44-002_20150831N
002_X12,002_20150831N,002_X12-20:04-002_20150831N
002_X13,002_20150831P,002_X13-05:51-002_20150831P
002_X14,002_20150831P,002_X14-05:42-002_20150831P
002_X14,002_20150831P,002_X14-10:19-002_20150831P
002_X14,002_20150831P,002_X14-10:39-002_20150831P
002_X14,002_20150831P,002_X14-10:59-002_20150831P
002_X14,002_20150831P,002_X14-11:19-002_20150831P
002_X14,002_20150831P,002_X14-11:39-002_20150831P
002_X14,002_20150831P,002_X14-11:59-002_20150831P
002_X14,002_20150831P,002_X14-12:19-002_20150831P
002_X14,002_20150831P,002_X14-12:39-002_20150831P
002_X14,002_20150831P,002_X14-12:59-002_20150831P
002_X14,002_20150831P,002_X14-13:07-002_20150831P
002_X14,002_20150831P,002_X14-13:19-002_20150831P
002_X14,002_20150831P,002_X14-13:32-002_20150831P
002_X14,002_20150831P,002_X14-13:42-002_20150831P
002_X14,002_20150831P,002_X14-13:52-002_20150831P
002_X14,002_20150831P,002_X14-14:02-002_20150831P
002_X14,002_20150831P,002_X14-14:12-002_20150831P
002_X14,002_20150831P,002_X14-14:22-002_20150831P
002_X14,002_20150831P,002_X14-14:32-002_20150831P
002_X14,002_20150831P,002_X14-14:42-002_20150831P
002_X14,002_20150831P,002_X14-14:52-002_20150831P
002_X14,002_20150831P,002_X14-15:02-002_20150831P
002_X14,002_20150831P,002_X14-15:12-002_20150831P
002_X14,002_20150831P,002_X14-15:22-002_20150831P
002_X14,002_20150831P,002_X14-15:32-002_20150831P
002_X14,002_20150831P,002_X14-15:42-002_20150831P
002_X14,002_20150831P,002_X14-15:52-002_20150831P
002_X14,002_20150831P,002_X14-16:02-002_20150831P
002_X14,002_20150831P,002_X14-16:12-002_20150831P
002_X14,002_20150831P,002_X14-16:22-002_20150831P
002_X14,002_20150831P,002_X14-16:32-002_20150831P
002_X14,002_20150831P,002_X14-16:42-002_20150831P
002_X14,002_20150831P,002_X14-16:52-002_20150831P
002_X14,002_20150831P,002_X14-17:07-002_20150831P
002_X14,002_20150831P,002_X14-17:39-002_20150831P
002_X14,002_20150831P,002_X14-17:59-002_20150831P
002_X14,002_20150831P,002_X14-18:19-002_20150831P
002_X14,002_20150831P,002_X14-18:44-002_20150831P
002_X14,002_20150831P,002_X14-19:04-002_20150831P
002_X14,002_20150831P,002_X14-19:24-002_20150831P
002_X15,002_20150831P,002_X15-05:52-002_20150831P
002_X15,002_20150831P,002_X15-06:02-002_20150831P
002_X15,002_20150831P,002_X15-06:12-002_20150831P
002_X15,002_20150831P,002_X15-06:22-002_20150831P
002_X15,002_20150831P,002_X15-06:32-002_20150831P
002_X15,002_20150831P,002_X15-06:42-002_20150831P
002_X15,002_20150831P,002_X15-06:52-002_20150831P
002_X15,002_20150831P,002_X15-07:02-002_20150831P
002_X15,002_20150831P,002_X15-07:12-002_20150831P
002_X15,002_20150831P,002_X15-07:22-002_20150831P
002_X15,002_20150831P,002_X15-07:32-002_20150831P
002_X15,002_20150831P,002_X15-07:42-002_20150831P
002_X15,002_20150831P,002_X15-07:52-002_20150831P
002_X15,002_20150831P,002_X15-08:07-002_20150831P
002_X15,002_20150831P,002_X15-08:19-002_20150831P
002_X15,002_20150831P,002_X15-08:39-002_20150831P
002_X15,002_20150831P,002_X15-08:59-002_20150831P
002_X15,002_20150831P,002_X15-09:19-002_20150831P
002_X15,002_20150831P,002_X15-09:39-002_20150831P
002_X15,002_20150831P,002_X15-09:59-002_20150831P
002_X16,002_20150831P,002_X16-08:30-002_20150831P
002_X16,002_20150831P,002_X16-08:50-002_20150831P
002_X16,002_20150831P,002_X16-09:10-002_20150831P
002_X16,002_20150831P,002_X16-09:30-002_20150831P
002_X16,002_20150831P,002_X16-09:50-002_20150831P
002_X16,002_20150831P,002_X16-10:10-002_20150831P
002_X16,002_20150831P,002_X16-10:30-002_20150831P
002_X16,002_20150831P,002_X16-10:50-002_20150831P
002_X16,002_20150831P,002_X16-11:10-002_20150831P
002_X16,002_20150831P,002_X16-11:30-002_20150831P
002_X16,002_20150831P,002_X16-11:50-002_20150831P
002_X16,002_20150831P,002_X16-12:10-002_20150831P
002_X16,002_20150831P,002_X16-12:30-002_20150831P
002_X16,002_20150831P,002_X16-12:50-002_20150831P
002_X16,002_20150831P,002_X16-17:22-002_20150831P
002_X16,002_20150831P,002_X16-17:30-002_20150831P
002_X16,002_20150831P,002_X16-17:50-002_20150831P
002_X16,002_20150831P,002_X16-18:10-002_20150831P
002_X16,002_20150831P,002_X16-18:30-002_20150831P
002_X17,002_20150831P,002_X17-20:25-002_20150831P
002_X17,002_20150831P,002_X17-20:55-002_20150831P
002_X17,002_20150831P,002_X17-21:25-002_20150831P
002_X17,002_20150831P,002_X17-21:55-002_20150831P
002_X17,002_20150831P,002_X17-22:25-002_20150831P
002_X17,002_20150831S,002_X17-04:55-002_20150831S
002_X17,002_20150831S,002_X17-05:25-002_20150831S
002_X17,002_20150831S,002_X17-05:55-002_20150831S
002_X17,002_20150831S,002_X17-20:25-002_20150831S
002_X17,002_20150831S,002_X17-20:55-002_20150831S
002_X17,002_20150831S,002_X17-21:25-002_20150831S
002_X17,002_20150831S,002_X17-21:55-002_20150831S
002_X17,002_20150831S,002_X17-22:25-002_20150831S
002_X17,002_20150831N,002_X17-04:55-002_20150831N
002_X17,002_20150831N,002_X17-05:25-002_20150831N
002_X17,002_20150831N,002_X17-05:55-002_20150831N
002_X17,002_20150831N,002_X17-06:25-002_20150831N
002_X17,002_20150831N,002_X17-06:55-002_20150831N
002_X17,002_20150831N,002_X17-07:25-002_20150831N
002_X17,002_20150831N,002_X17-07:55-002_20150831N
002_X17,002_20150831N,002_X17-08:25-002_20150831N
002_X17,002_20150831N,002_X17-08:55-002_20150831N
002_X17,002_20150831N,002_X17-20:25-002_20150831N
002_X17,002_20150831N,002_X17-20:55-002_20150831N
002_X17,002_20150831N,002_X17-21:25-002_20150831N
002_X17,002_20150831N,002_X17-21:55-002_20150831N
002_X17,002_20150831N,002_X17-22:25-002_20150831N
002_X20,002_20150831S,002_X20-04:01-002_20150831S
002_X20,002_20150831S,002_X20-04:30-002_20150831S
002_X20,002_20150831S,002_X20-04:40-002_20150831S
002_X20,002_20150831S,002_X20-06:30-002_20150831S
002_X20,002_20150831N,002_X20-04:02-002_20150831N
002_X20,002_20150831N,002_X20-04:31-002_20150831N
002_X20,002_20150831N,002_X20-04:41-002_20150831N
002_X20,002_20150831N,002_X20-09:31-002_20150831N
003_X0,003_20150831_2P,003_X0-04:42-003_20150831_2P
003_X0,003_20150831_2P,003_X0-05:02-003_20150831_2P
003_X0,003_20150831_2P,003_X0-05:22-003_20150831_2P
003_X0,003_20150831_2P,003_X0-19:41-003_20150831_2P
003_X0,003_20150831_2P,003_X0-20:20-003_20150831_2P
003_X0,003_20150831_2S,003_X0-06:42-003_20150831_2S
003_X0,003_20150831_2S,003_X0-07:02-003_20150831_2S
003_X0,003_20150831_2S,003_X0-07:22-003_20150831_2S
003_X0,003_20150831_2S,003_X0-07:42-003_20150831_2S
003_X0,003_20150831_2S,003_X0-08:02-003_20150831_2S
003_X0,003_20150831_2S,003_X0-08:22-003_20150831_2S
003_X0,003_20150831_2S,003_X0-08:42-003_20150831_2S
003_X0,003_20150831_2S,003_X0-09:02-003_20150831_2S
003_X0,003_20150831_2S,003_X0-09:22-003_20150831_2S
003_X0,003_20150831_2S,003_X0-09:42-003_20150831_2S
003_X0,003_20150831_2S,003_X0-10:02-003_20150831_2S
003_X0,003_20150831_2S,003_X0-10:22-003_20150831_2S
003_X0,003_20150831_2S,003_X0-10:42-003_20150831_2S
003_X0,003_20150831_2S,003_X0-11:02-003_20150831_2S
003_X0,003_20150831_2S,003_X0-11:22-003_20150831_2S
003_X0,003_20150831_2S,003_X0-11:42-003_20150831_2S
003_X0,003_20150831_2S,003_X0-12:02-003_20150831_2S
003_X0,003_20150831_2S,003_X0-12:22-003_20150831_2S
003_X0,003_20150831_2S,003_X0-12:42-003_20150831_2S
003_X0,003_20150831_2S,003_X0-13:02-003_20150831_2S
003_X0,003_20150831_2S,003_X0-13:22-003_20150831_2S
003_X0,003_20150831_2S,003_X0-13:42-003_20150831_2S
003_X0,003_20150831_2S,003_X0-14:02-003_20150831_2S
003_X0,003_20150831_2S,003_X0-14:22-003_20150831_2S
003_X0,003_20150831_2S,003_X0-14:42-003_20150831_2S
003_X0,003_20150831_2S,003_X0-15:02-003_20150831_2S
003_X0,003_20150831_2S,003_X0-15:22-003_20150831_2S
003_X0,003_20150831_2S,003_X0-15:42-003_20150831_2S
003_X0,003_20150831_2S,003_X0-16:02-003_20150831_2S
003_X0,003_20150831_2S,003_X0-16:22-003_20150831_2S
003_X0,003_20150831_2S,003_X0-16:42-003_20150831_2S
003_X0,003_20150831_2S,003_X0-17:02-003_20150831_2S
003_X0,003_20150831_2S,003_X0-17:22-003_20150831_2S
003_X0,003_20150831_2S,003_X0-17:42-003_20150831_2S
003_X0,003_20150831_2S,003_X0-18:02-003_20150831_2S
003_X0,003_20150831_2S,003_X0-18:22-003_20150831_2S
003_X0,003_20150831_2S,003_X0-18:42-003_20150831_2S
003_X0,003_20150831_2S,003_X0-19:02-003_20150831_2S
003_X0,003_20150831_2S,003_X0-19:22-003_20150831_2S
003_X0,003_20150831_2S,003_X0-19:42-003_20150831_2S
003_X0,003_20150831_2S,003_X0-20:20-003_20150831_2S
003_X0,003_20150831_2N,003_X0-09:42-003_20150831_2N
003_X0,003_20150831_2N,003_X0-10:02-003_20150831_2N
003_X0,003_20150831_2N,003_X0-10:22-003_20150831_2N
003_X0,003_20150831_2N,003_X0-10:42-003_20150831_2N
003_X0,003_20150831_2N,003_X0-11:02-003_20150831_2N
003_X0,003_20150831_2N,003_X0-11:22-003_20150831_2N
003_X0,003_20150831_2N,003_X0-11:42-003_20150831_2N
003_X0,003_20150831_2N,003_X0-12:02-003_20150831_2N
003_X0,003_20150831_2N,003_X0-12:22-003_20150831_2N
003_X0,003_20150831_2N,003_X0-12:42-003_20150831_2N
003_X0,003_20150831_2N,003_X0-13:02-003_20150831_2N
003_X0,003_20150831_2N,003_X0-13:22-003_20150831_2N
003_X0,003_20150831_2N,003_X0-13:42-003_20150831_2N
003_X0,003_20150831_2N,003_X0-14:02-003_20150831_2N
003_X0,003_20150831_2N,003_X0-14:22-003_20150831_2N
003_X0,003_20150831_2N,003_X0-14:42-003_20150831_2N
003_X0,003_20150831_2N,003_X0-15:02-003_20150831_2N
003_X0,003_20150831_2N,003_X0-15:22-003_20150831_2N
003_X0,003_20150831_2N,003_X0-15:42-003_20150831_2N
003_X0,003_20150831_2N,003_X0-16:02-003_20150831_2N
003_X0,003_20150831_2N,003_X0-16:22-003_20150831_2N
003_X0,003_20150831_2N,003_X0-16:42-003_20150831_2N
003_X0,003_20150831_2N,003_X0-17:02-003_20150831_2N
003_X0,003_20150831_2N,003_X0-17:22-003_20150831_2N
003_X0,003_20150831_2N,003_X0-17:42-003_20150831_2N
